Name of Product,NSQ Result,Manufactured By,Reporting Source,Reporting by Lab/State,Batch No,Manufacturing Date,Expiry Date,Reporting Month & Year,Source
Iron And Folic Acid Tablets I.P.,The sample does not conform to IP with respect to Description.,"Unicure India Ltd,C-21, 22 & 23, Sector-3, Noida-201301, Distt. Gautam Budh Nagar (U.P)",CDSCO Labs,"CDL, Kolkata",IFAT1245,3/1/2025,2/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Calcium Carbonate, Vitamin D3, Magnesium & Zinc Sulphate Tablets",The sample does not conform to claim as per Manufacturer's Specification with respect to the Assay of Zinc Sulphate Monohydrate equivalent to elemental Zinc.,"Lifevision Healthcare ,Plot No. 138-139-140-141-142, E.P.I.P., Phase-1, Jharmajri, Baddi, Distt. Solan (H.P)-174103",CDSCO Labs,"CDL, Kolkata",LTA-45710,11/1/2024,4/1/2026,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Acetyl Cysteine Injection BP,The sample does not conform to B.P. with respect to the test for Sterility.,"Carewin Pharmaceuticals (GUJ) Pvt. Ltd.,38, Saket Ind. Estate-II, Sarkhej-Bavla NH-8A, PO. Moraiya, Ahmedabad (Guj.) Pin-382210",CDSCO Labs,"CDL, Kolkata",529,10/1/2025,9/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Suction Catheter,The sample does not conforms to claim as per IS 8836:2019 with respect to test of 1st eye distance from tip.,"Morrisons Lifecare Pvt Ltd,No.3, Anna Street, Padikuppam, Chennai-600 107",CDSCO Labs,"RDTL, Chandigarh",SUBLE01,5/1/2025,4/1/2028,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Iron & Folic Acid Tablets IP,The sample is not of standard quality for the reason stated under Description.,"Cipco Pharmaceuticals,35-36/1 A.B. Road, Gram Pigdamber, Dist. Indore 453331 (MP) INDIA",CDSCO Labs,"RDTL,Guwahati",IFS250104,1/1/2025,12/1/2026,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Co-Trimoxazole Oral Suspension IP,"The sample does not conform to claim as per IP 2022 and Addendum 2024 in respect to the Test of Total microbial count, Total yeast and mould count","Candour Pharmaceuticals,Vill. Ogli, Suketi Road, Kala Amb, Distt. Sirmour (HP)-173030",CDSCO Labs,"RDTL, Chandigarh",CL250256A,9/1/2025,8/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Calcium Carbonate & Vitamin D3 Tablets IP,The sample does not conform to claim as per IP 2022 in respect to the Test of Uniformity of content of Vitamin D3,"J. M. Laboratories,Village - Bhanat, P.O. - Ghatti, Subathu Road, Solan (H.P.) 173211",CDSCO Labs,"RDTL, Chandigarh",GT17894C,2/1/2025,1/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Dextromethorphan HBr, Phenylephrine HCL with Chlorpheniramine maleate Syrup",The sample received does not conform to the claim with respect to the test for Assay of Dextromethorphan Hydrobromide and Phenylephrine Hydrochloride.,"Seejar Pharmaceuticals, Plot No. 5, Survey No. 198 Paiki 1/paiki 2, Behind CCL Factory, Near Gajanand Foods, Irana Road, Budasan, Tal. Kadi, Dist. Mehsana, PIN 382715",CDSCO Labs,"CDTL, Mumbai",SP251109,10/1/2025,9/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Telmisartan & Amlodipine Tablets IP,Test for Dissolution,"Zoic Biotech Pvt. Ltd., Plot No. C-15, Focal Point, Ind. Area, Chanalon Mohali (Punjab)-140103",State Lab,"DTL, Bengaluru, Karnataka",ZTF-058A,6/1/2025,5/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Ofloxacin & Ornidazole Tablets IP,Dissolution Test,"Park Pharmaceuticals, Vill Kalujhanda, Near Nanakpur, The. Distt. Solan(H.P) 174103",State Lab,"SDT&RL, Bhubaneswar",OBT-2972,4/1/2024,3/1/2026,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Amoxycillin Dispersible Tablets IP,The sample does not conforms to the I.P. with respect to Assay.,"Moon Marks Pharmaceuticals, Plot No. 01, Ind. Area, Raja ka Bagh, Teh. Nurpur, Distt. Kangra (H.P.)",State Lab,DTLBikaner,T-250554,5/1/2025,4/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Multivitamin Tablets N.F.I.,The sample does not confirm to the claim with respect to Assay of vitamin D3 (Nil).,"Healthy Life Pharma Pvt. Ltd., Factory-N-31/1, M.I.D.C., Tarapur, Dist. Palghar, Boisar-401506.",State Lab,DTL Jaipur,23448,11/1/2024,10/1/2026,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Rabeprazole (EC) & Domperidone (SR) Capsules,The sample does not conform to the claim with respect to Assay of Rabeprazole Sodium.,"Neubin Life Sciences Pvt. Ltd., Khasra No. 142, Raipur Industrial Area, Bhagwanpur, Roorkee, Distt : Haridwar (U.K.)",State Lab,DTL Jaipur,NBC-01225,5/1/2025,4/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Levosalbutamol Sulphate, Ambroxol Hydrochloride & Guaiphenesin Syrup",The sample does not conform to the claim with respect to Assay of Ambroxol Hydrochloride & Guaiphenesin.,"Innova Captab Ltd., 1281/1, Hilltop Industrial Estate, Near EPIP Phase-I, Jharmajri, Baddi, Distt. Solan (H.P.)-173205.",State Lab,DTL Jaipur,FHYAM015,8/1/2025,7/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Terbutaline Sulphate, Ambroxol Hydrochloride and Guaiphenesin Syrup",Content,"Aucklane Life Sciences Pvt. Ltd., RS. No:195/9 & 197/4, Pangoor, Ariyur Revenue Village, Villianur, Puducherry, 605102",State Lab,"Drugs Testing Laboratory, Chennai-06",AKL26,10/1/2025,9/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Levosalbutamol Sulphate, ambroxol Hydrochloride and Guaiphensis Syrup",Content,"Krebz Healthcare Pvt. Ltd., No.2/5, Kanniamman Nagar, 6th Street, Vanagaram, Chennai-600 095",State Lab,"Drugs Testing Laboratory, Madurai-19",KBS-105,9/1/2025,8/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Phenytoin Tablets IP 100 mg,The sample fails in the Test for Description of Tablets.,"Jackson Laboratories Pvt. Ltd., 22-24, Majitha Road, Bye Pass Amritsar-143001 (India)",State Lab,"MDTL Kathua, Jammu and Kashmir",T-5616,4/1/2025,3/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Paracad-650,The sample fails in the Test for Description of Tablets.,"Aagya Biotech Pvt. Ltd. 1.5 km., Manglour ? Saharanpur Road, Manglour ? 247656, Roorkee, Distt. Haridwar (U.K.), India",State Lab,"MDTL Kathua, Jammu and Kashmir",GAB2724,1/1/2024,12/1/2026,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Calcium And Vitamin D3 Tablets IP,The sample fails in the Test for Description and Uniformity of weight of Tablets.,"Healthy Life Pharma Pvt. Ltd. Factory : N ? 31/1, M.I.D.C., Tarapur, Boisar ? 401506, Dist. Palghar.",State Lab,"MDTL Kathua, Jammu and Kashmir",45392,10/1/2024,9/1/2026,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Calcium Gluconate Injection I.P.,The sample fails in the Test for Sterility,"Martin & Brown Bio-Sciences Pvt.Ltd.. K. No. 918/419, Malkumajra, Nalagarh Road, Baddi, Distt. Solan (H.P.) 173205",State Lab,"MDTL Kathua, Jammu and Kashmir",MA25E26,5/1/2025,10/1/2026,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Paracetamol Tablets IP 500mg,The sample does not confirm to IP2022 requirement withespect to Dissolution Test,"Unicure India Ltd.C-21,22&23,Sector -3,Noida -201301.Dist.Gautam Budh Nagar.(U.P)",State Lab,"DTL,Dalgate Srinagar Kashmir( J and K)",PCT1211,8/1/2024,7/1/2026,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Diclofenac Sodium Injection,Thesample does not conform to I.P w.r.t the test for Description and Particulate matter,"Neon Laboratories Ltd.at Plot No.G84/1,Tarapur MIDC boisar 401506.",State Lab,"DTL, Dalgate Srinagar Kashmir ( J and K)",2507017,3/1/2025,2/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Paracetamol DispersibleTablets BP 500mg,The sample does not conform to I.P w.r.t the Disintegration test and finess of Dispersion,"Med Manor Organics Pvt.Ltd Uint II,Kh no.143 M/7,Village Raipur,Pargana Bhagwanpur ,Tehsil Roorkee,Dist Haridwar Uttrakhand-247661.",State Lab,"DTL, Dalgate Srinagar Kashmir ( J and K)",HPJ405,9/1/2024,8/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Sodium Chloride and Dextrose Injection IP(0.9% W/V and 5% W/v),The sample does not conform to I.P w.r.t Sterility Test,"Klokter Lifesciences Pvt.Ltd Samora,Indri Road,karnal-132041.",State Lab,"DTL, Dalgate Srinagar Kashmir ( J and K)",(N)251074,4/1/2025,3/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Ambroxol, Terbutaline, Guaiphenesin & Menthol Syrup",Content,"IOSIS Remedies Pvt Ltd, Rajpura Road, Village-Khera Nihla, Tehsil-Nalagarh, District- Solan. Himachal Pradesh - 174 101",State Lab,"Drugs Testing Laboratory, Madurai-19",BRAS-065,5/1/2025,10/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Levosalbutamol, Guaiphenesin & Ambroxol Hcl Syrup",Content,"Ultra Drugs Formulations Pvt Ltd, Plot No.338/278, Vill. Manakpur, Lodhimajra, Tehsil-Baddi, Distt. Solan (H.P)-173 205",State Lab,"Drugs Testing Laboratory, Madurai-19",UFL250378L,4/1/2025,3/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Ambroxol Hydrochloride, Levosalbutamol Sulphate & Guaiphenesin Syrup",Content,"Ultatech Pharmaceuticaqls, Vill. Tipra, P.O, Barotiwala, Distt. Solan (HP), 174103",State Lab,"Drugs Testing Laboratory, Madurai-19",ULL25042,4/1/2025,3/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Ambroxol Hydrochloride, Guaiphenesin & Terbutaline Sulphate Syrup",Content,"Rivpra Formulations Pvt. Ltd, Plot No.8, Sector 6A, I.I.E, SIDCUL, Haridwar-249403. (UK) India",State Lab,"Drugs Testing Laboratory, Madurai-19",L2502010,2/1/2025,1/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Ambroxol Hcl, Dextromethorphan Hbr, Phenylephrine Hcl, Chlorpheniramine Maleate & Menthol Syrup",Content,"Rumy Pharmaceuticals, Plot No.40, Dic Ind Area, Baddi, Dist. Solan-173205 (HP)",State Lab,"Drugs Testing Laboratory, Madurai-19",RPL863,5/1/2025,4/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Bromhexine Hydrochloride Syrup-4mg/5ml,Content,"Galpha Laboratories Ltd, Village: Thana, Baddi, Himachal Pradesh-173205",State Lab,"Drugs Testing Laboratory, Madurai-19",BHS24002,3/1/2024,2/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Levosalbutamol Sulphate, Ambroxol Hydrochloride and Guaiphenesin Syrup",Content,"Dr.Patel Pharmaceuticals Pvt. Ltd, Plot No.4, Sha Industrial Phase-2, Lamdapura, Majusar, Dist; vadodara-391775 (Gujarat)",State Lab,"Drugs Testing Laboratory, Madurai-19",DL5F051,6/1/2025,5/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Ambroxol Hydrochloride, Guaiphenesin & Terbutaline Sulphate Syrup",Content,"Rivpra Formulations Pvt. Ltd, Plot No.8, Sector 6A, I.I.E, SIDCUL, Haridwar-249403. (UK) India",State Lab,"Drugs Testing Laboratory, Madurai-19",L2502007,2/1/2025,1/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Paracetamol, Phenylephrine Hydrochloride & Chlorpheniramine Maleate Suspension",Content,"AASSK Pharmaceuticals Pvt. Ltd, S.No.243/2, Plot No.9, Dr.Ambedkar Street, Kozhumanivakkam Village, Mangadu, Chennai-600122",State Lab,"Drugs Testing Laboratory, Madurai-19",ASL24288,12/1/2024,11/1/2026,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Clobetasol Propionate, Neomycin, Miconazole Nitrate & Chlorhexidine Cream",Content,"Leeford Healthcare Ltd., At:Plot No.77, 78, 79-A, 79-B & 116, EPIP, Phase-II, Village-Thana, Tehsil-Baddi, Distt. Solan, (HP), 173205",State Lab,"Drugs Testing Laboratory, Chennai-06",DLPS5027,7/1/2025,6/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Clobetasol Propionate, Neomycin, Miconazole Nitrate & Chlorhexidine Cream",Content,"Leeford Healthcare Ltd., At:Plot No.77, 78, 79-A, 79-B & 116, EPIP, Phase-II, Village-Thana, Tehsil-Baddi, Distt. Solan, (HP), 173205",State Lab,"Drugs Testing Laboratory, Chennai-06",DLPS5033,7/1/2025,6/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Ambroxol Hydrochloride, Terbutaline Sulphate, Guaiphenesin With Menthol Syrup",Content,"Tychos Therapeutics Pvt. Ltd., D.P.No.136, SIDCO Industrial Estate, Thirumudivakkam, Chennai-600132",State Lab,"Drugs Testing Laboratory, Chennai-06",TL2509013,9/1/2025,8/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Aluminium Hydroxide, Magnesium Hydroxide & Simethicone Oral Suspension IP",Content and Microbial Limit,"Pharmaroots Healthcare. Khasra No.411, Village Tipra, P.O, Barotiwala, Tehsil Baddi, Distt. Solan, H.P",State Lab,"Drugs Testing Laboratory, Chennai-06",PL-40143,6/1/2024,5/1/2026,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Iron Sucrose Injection USP 5 ml,sample Does not meet the Specifications w.r.t. Sterility Test.,"Arco Lifesciences (India) Pvt Ltd C-86, M.I.D.C. Hingna, Nagpur - 440016 MAHARASHTRA",State Lab,"DCL, Telangana",7505,4/1/2025,3/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
IRON SUCROSE INJECTION USP,sample Does not meet the Specifications w.r.t. Sterility Test.,"Arco Life Sciences India Pvt.Ltd C-86, MIDC, Hingna, Nagpur 16, Maharashtra.",State Lab,"DCL, Telangana",7404,4/1/2024,3/1/2026,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Ibuprofen & Paracetamol Suspension,Description and Assay of Ibuprofen and Paracetamol,"Linux Life Sciences Pvt Ltd Plot No. 6 biotech park phase ? III, Karkapatla, Markook, Siddipet 502281 Telangana",State Lab,"DCL, Telangana",BPY24H09,8/1/2024,7/1/2026,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Cetirizine Dihydrochloride Tablets IP 10 mg,Description,"Suprex laboratories 11/C, Industrial area, Maxi road, Ujjain(M.P.) MADHYA PRADESH",State Lab,"DCL, Telangana",CTT-2416,10/1/2024,1/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Povidone Iodine Solution IP,sample does not meets the Specifications wrt. Assay of Available lodine as per IP. 2022.,"Microwin Labs Pvt Ltd Plot No. 363, Industrial area, Phase-9, Mohali-160062, Punjab PUNJAB",State Lab,"DCL, Telangana",GMW0121,9/1/2024,8/1/2026,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Paracetamol Pediatric Oral Suspension IP,Assay for paracetamol does not comply as per IP 2022.,"Smayan Healthcare Pvt ltd Plot No. 26-27, HPSIDC Ind. Area, Vill Davni, Baddi, Distt, Solan (H.P)-173205",State Lab,"DCL, Telangana",L4H088,8/1/2024,7/1/2026,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Amoxycillin & Potassium Clavulanate Tablets IP,Assay of Amoxycillin and Clavulanic acid and Dissolution test for Amoxycillin,"Athens Life Sciences Mauza Rampur Jattan, Nahan Road, Kala Amb, Dist. Sirmour, H.P.-173030",State Lab,"DCL, Telangana",TB24-0672D,10/1/2024,9/1/2026,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Pantoprazole Tablets IP,Dissolution And Misbranded Drug,"Spinka Pharma 6-18/4, Peddamberpet, Hyderabad - 501505 Telangana",State Lab,"DCL, Telangana",PPC-5021,2/1/2025,1/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Acebrophylline and Acetylcysteine tablets,Description,"San-cito Therapeutics Inc Vill. Loharan , P.O. Ghatti, Solan- 173211(H.P).",State Lab,"DCL, Telangana",SB-9620,1/1/2025,12/1/2026,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Amoxycillin & Potassium Clavulanate Tablets IP,Assay and Dissolution of Clavulanic Acid does not comply as per IP. 2022,"Mayer Lab Chambaghat, Adjacent to Railway crossing, Distt. Solan, HP ? 173 213 Himachal Pradesh",State Lab,"DCL, Telangana",MYRTAB-1038,4/1/2025,9/1/2026,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Aceclofenac & paracetamol tablets,Misbranded,"Laborate pharmaceuticals India ltd. 51, Indl Area, Paonta sahib (H.P.)",State Lab,"DCL, Telangana",ACAUT-007,7/1/2025,6/1/2028,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Paracetamol Tablets I.P. 650 mg,The sample does not conform to standard quality in respect of the test for Dissolution performed.,"Aban Pharmaceuticals, Plot No. 1018, Kerala, G.I.D.C, Bavia, Distt. Ahmedabad ? 382220.",State Lab,"SDTL Govt. of Tripura, Agartala",2309026,9/1/2023,8/1/2026,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Pantoprazole Gastro resistant Tablets IP,The sample does not conform to standard quality in respect of the test for Description and Dissolution in Buffer medium performed.,"Gnosis Pharmaceuticals Pvt. Ltd., Nahan Road, Village Moginand, Kala-Amb, Distt. Sirmour, H.P. ? 173030.",State Lab,"SDTL Govt. of Tripura, Agartala",GT400378,6/1/2024,5/1/2026,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Folic Acid and Ferrous Sulphate Tablets (Large) N.F.I.,The sample does not conform to Standard Quality in respect of the test for Disintegration performed,"Modern Laboratories, 45-47, Sector D-2. Industrial Area, Sanwer Road, Indore (M.P.) 452015.",State Lab,"SDTL Govt. of Tripura, Agartala",FFT3502,8/1/2025,7/1/2027,Jan-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
